2024-03-31 12:37:29.194829 | INFO | Início do processamento
2024-03-31 12:37:35.465707 | INFO | Sessão com o webdriver estabelecida com sucesso
2024-03-31 12:37:35.903206 | INFO | Leitura da planilha realizada com sucesso.
2024-03-31 12:37:38.055216 | INFO | https://rpachallenge.com/ carregado com sucesso
2024-03-31 12:37:38.087054 | INFO | Estado da página complete
2024-03-31 12:37:38.087054 | INFO | Página carregada com sucesso
2024-03-31 12:37:38.191841 | INFO | Botão Start pressionado com sucesso
2024-03-31 12:37:38.191841 | INFO | Round 0
2024-03-31 12:37:38.315729 | INFO | Campo 'First Name' preenchido com sucesso.
2024-03-31 12:37:38.412112 | INFO | Campo 'Last Name' preenchido com sucesso.
2024-03-31 12:37:38.506282 | INFO | Campo 'Phone Number' preenchido com sucesso.
2024-03-31 12:37:38.613905 | INFO | Campo 'Company Name' preenchido com sucesso.
2024-03-31 12:37:38.698557 | INFO | Campo 'Role in Company' preenchido com sucesso.
2024-03-31 12:37:38.801227 | INFO | Campo 'Address' preenchido com sucesso.
2024-03-31 12:37:38.936004 | INFO | Campo 'Email' preenchido com sucesso.
2024-03-31 12:37:39.008826 | INFO | Round 1
2024-03-31 12:37:39.084358 | INFO | Campo 'First Name' preenchido com sucesso.
2024-03-31 12:37:39.168408 | INFO | Campo 'Last Name' preenchido com sucesso.
2024-03-31 12:37:39.261884 | INFO | Campo 'Phone Number' preenchido com sucesso.
2024-03-31 12:37:39.345606 | INFO | Campo 'Company Name' preenchido com sucesso.
2024-03-31 12:37:39.438746 | INFO | Campo 'Role in Company' preenchido com sucesso.
2024-03-31 12:37:39.532267 | INFO | Campo 'Address' preenchido com sucesso.
2024-03-31 12:37:39.622991 | INFO | Campo 'Email' preenchido com sucesso.
2024-03-31 12:37:39.684557 | INFO | Round 2
2024-03-31 12:37:39.756147 | INFO | Campo 'First Name' preenchido com sucesso.
2024-03-31 12:37:39.838022 | INFO | Campo 'Last Name' preenchido com sucesso.
2024-03-31 12:37:39.923845 | INFO | Campo 'Phone Number' preenchido com sucesso.
2024-03-31 12:37:40.000215 | INFO | Campo 'Company Name' preenchido com sucesso.
2024-03-31 12:37:40.083769 | INFO | Campo 'Role in Company' preenchido com sucesso.
2024-03-31 12:37:40.187994 | INFO | Campo 'Address' preenchido com sucesso.
2024-03-31 12:37:40.300509 | INFO | Campo 'Email' preenchido com sucesso.
2024-03-31 12:37:40.350704 | INFO | Round 3
2024-03-31 12:37:40.430139 | INFO | Campo 'First Name' preenchido com sucesso.
2024-03-31 12:37:40.511332 | INFO | Campo 'Last Name' preenchido com sucesso.
2024-03-31 12:37:40.593828 | INFO | Campo 'Phone Number' preenchido com sucesso.
2024-03-31 12:37:40.677192 | INFO | Campo 'Company Name' preenchido com sucesso.
2024-03-31 12:37:40.767304 | INFO | Campo 'Role in Company' preenchido com sucesso.
2024-03-31 12:37:40.864565 | INFO | Campo 'Address' preenchido com sucesso.
2024-03-31 12:37:40.972088 | INFO | Campo 'Email' preenchido com sucesso.
